,numero,nit,razon_social,supervisor,region,departamento,ciudad,ciiu,macrosector,ingresos_operacionales_2018,ganancia_perdida_2018,total_activos_2018,total_pasivos_2018,total_patrimonio_2018,ingresos_operacionales_2017,ganancia_perdida_2017,total_activos_2017,total_pasivos_2017,total_patrimonio_2017,grupo_en_niif
68,68,900882422,Mercaderia SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,CHIA-CUNDINAMARCA,G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos bebidas o tabaco,COMERCIO,1648073135.0,-215778445.0,446010649.0,597543383.0,-151532734.0,772445826.0,-163960626.0,298129948.0,322831537.0,-24701589.0,NIIF PLENAS-GRUPO 1
69,69,860002523,CEMEX COLOMBIA S.A.,SUPERFINANCIERA,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C2394 - Fabricacion de cemento cal y yeso,MANUFACTURA,1637958724.0,96479839.0,3906560675.0,1508061737.0,2398498938.0,1705926720.0,33039480.0,3809343614.0,1536461330.0,2272882284.0,NIIF PLENAS-GRUPO 1
70,70,860069378,Cerro Matoso S.A.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,B0723 - Extraccion de minerales de niquel,MINERO-HIDROCARBUROS,1610892208.0,203021315.0,2221297988.0,940027872.0,1281270116.0,1257121334.0,203048722.0,2311504467.0,811935351.0,1499569116.0,NIIF PLENAS-GRUPO 1
71,71,830113598,ADMINEGOCIOS SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,M7490 - Otras actividades profesionales cientificas y tecnicas n.c.p.,SERVICIOS,1602925112.0,1143502164.0,7965328683.0,2970166054.0,4995162629.0,1129292807.0,895924063.0,7337786580.0,509879454.0,6827907126.0,NIIF PLENAS-GRUPO 1
72,72,900604350,SAVIA SALUD EPS,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,O8430- Actividades de planes de seguridad social de afiliacion obligatoria,SERVICIOS,1598418461.33,-38523516.17,330978430.81,1041741298.57,-710762867.77,1444415524.85,-395000106.14,311670526.57,983909878.17,-672239351.6,REGIMEN R 414 de 2014 - CGN
73,73,890300466,TECNOQUIMICAS S.A.,SUPERSOCIEDADES,Costa Pacifica,VALLE,CALI-VALLE,G4645 - Comercio al por mayor de productos farmaceuticos medicinales cosmeticos y de tocador,COMERCIO,1595121803.0,198911761.0,1985984451.0,755052175.0,1230932276.0,1491947765.0,152046716.0,1701063487.0,603598436.0,1097465051.0,NIIF PLENAS-GRUPO 1
74,74,890903858,INDUSTRIA NACIONAL DE GASEOSAS S.A.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C1104 - Elaboracion de bebidas no alcoholicas produccion de aguas minerales y de otras aguas embotelladas,MANUFACTURA,1579668932.0,-107684363.0,1954039927.0,931705669.0,1022334258.0,1611009220.0,-180792744.0,1907921677.0,1146177261.0,761744416.0,NIIF PLENAS-GRUPO 1
75,75,860078828,COLSANITAS MEDICINA PREPAGADA SA,SUPERSALUD,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,Q8699- Otras actividades de atencion de la salud humana,SERVICIOS,1579236925.75,196237866.11,823440325.51,498608959.15,324831366.37,1351629972.61,117864929.25,663977724.04,362979868.46,300997855.58,NIIF PLENAS-GRUPO 1
76,76,900780510,AUTOMOTORES TOYOTA COLOMBIA SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4511 - Comercio de vehiculos automotores nuevos,COMERCIO,1560110009.0,93592401.0,322815419.0,199433421.0,123381998.0,1144461059.0,67689597.0,264502757.0,154148831.0,110353926.0,NIIF PLENAS-GRUPO 1
77,77,890301884,COLOMBINA S A,SUPERFINANCIERA,Costa Pacifica,VALLE,ZARZAL - VALLE DEL CAUCA,C1082 - Elaboracion de cacao chocolate y productos de confiteria,MANUFACTURA,1559202000.0,127610000.0,1516027000.0,1082537000.0,433490000.0,1508517000.0,33213000.0,1344264000.0,1006939000.0,337325000.0,NIIF PLENAS-GRUPO 1
78,78,860002130,NESTLE DE COLOMBIA S.A,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C1089 - Elaboracion de otros productos alimenticios n.c.p.,MANUFACTURA,1511982000.0,123310000.0,915967000.0,753518000.0,162449000.0,1533248000.0,110896000.0,896588000.0,742905000.0,153683000.0,NIIF PLENAS-GRUPO 1
79,79,860002426,EQUION ENERGIA LIMITED,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,B0610 - Extraccion de petroleo crudo,MINERO-HIDROCARBUROS,1502004024.0,375890373.0,1114419784.0,675086728.0,439333056.0,1191655875.0,240995258.0,1280473359.0,1043457726.0,237015633.0,NIIF PLENAS-GRUPO 1
80,80,804002105,COMPARTA,SUPERSALUD,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,O8430- Actividades de planes de seguridad social de afiliacion obligatoria,SERVICIOS,1476113996.13,48157790.75,371218585.27,301439332.93,69779252.35,1400899099.61,-19111222.21,248531183.86,227030463.18,21500720.68,NIIF PYMES-GRUPO 2
81,81,900493698,GEOPARK COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,B0610 - Extraccion de petroleo crudo,MINERO-HIDROCARBUROS,1471116175.0,576522405.0,1514251026.0,550558013.0,963693013.0,771241601.0,199586991.0,856752517.0,419686658.0,437065859.0,NIIF PLENAS-GRUPO 1
82,82,899999115,EMPRESA DE TELECOMUNICACIONES DE BTA SA ESP,SUPERSERVICIOS,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,J6110 - Actividades de telecomunicaciones alambricas,SERVICIOS,1466110544.0,736917.0,3972582561.0,2073669414.0,1898913147.0,1458716439.0,-149978232.0,4115070525.0,2257847756.0,1857222769.0,NIIF PLENAS-GRUPO 1
83,83,860072134,HOCOL S.A.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,B0610 - Extraccion de petroleo crudo,MINERO-HIDROCARBUROS,1430128312.0,217122982.0,2336468064.0,886880793.0,1449587271.0,1183554218.0,-62434645.0,2278908076.0,805042349.0,1473865727.0,NIIF PLENAS-GRUPO 1
84,84,890900266,GRUPO ARGOS S.A.,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,K6613 - Otras actividades relacionadas con el mercado de valores,MANUFACTURA,1422372000.0,811676000.0,17946404000.0,1970468000.0,15975936000.0,1196182000.0,452841000.0,17523550000.0,1978407000.0,15545143000.0,NIIF PLENAS-GRUPO 1
85,479,891300959,Sucroal S.A.,SUPERSOCIEDADES,Costa Pacifica,VALLE,PALMIRA-VALLE,C2029 - Fabricacion de otros productos quimicos n.c.p.,MANUFACTURA,282476024.0,1528777.0,307509608.0,152990184.0,154519424.0,269592756.0,-10955728.0,294305782.0,142175367.0,152130415.0,NIIF PLENAS-GRUPO 1
86,85,860001307,DISTRIBUIDORA NISSAN S.A.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4511 - Comercio de vehiculos automotores nuevos,COMERCIO,1417995463.0,43132087.0,727617308.0,395842968.0,331774340.0,1339497282.0,48304853.0,725694156.0,423953437.0,301740719.0,NIIF PLENAS-GRUPO 1
87,86,890900291,Solla S. A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,C1090 - Elaboracion de alimentos preparados para animales,MANUFACTURA,1408989391.0,14465450.0,704201926.0,479495671.0,224706255.0,1418609171.0,23459920.0,623415133.0,403811805.0,219603328.0,NIIF PLENAS-GRUPO 1
88,87,900491889,MASSER S.A.S.,SUPERSOCIEDADES,Costa Atlantica,ATLANTICO,BARRANQUILLA-ATLANTICO,G4731 - Comercio al por menor de combustible para automotores,COMERCIO,1404594686.0,-4010379.0,46585831.0,39816279.0,6769552.0,1256790774.0,-8621811.0,45748882.0,43518951.0,2229931.0,NIIF PLENAS-GRUPO 1
89,88,900477347,VITOL COLOMBIA C.I S A S,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4661 - Comercio al por mayor de combustibles solidos liquidos gaseosos y productos conexos,COMERCIO,1382039268.0,1536620.0,435725813.0,374097047.0,61628766.0,700552371.0,-7555702.0,288141523.0,231694266.0,56447257.0,NIIF PLENAS-GRUPO 1
90,89,860002518,UNILEVER ANDINA COLOMBIA LTDA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4645 - Comercio al por mayor de productos farmaceuticos medicinales cosmeticos y de tocador,COMERCIO,1359812224.0,196016990.0,760764260.0,367248616.0,393515644.0,1117275943.0,63612230.0,585266620.0,336926014.0,248340606.0,NIIF PLENAS-GRUPO 1
91,90,806008394,MUTUAL SER,SUPERSALUD,Costa Atlantica,BOLIVAR,CARTAGENA-BOLIVAR,O8430- Actividades de planes de seguridad social de afiliacion obligatoria,SERVICIOS,1359780267.12,25163861.84,308713903.06,197774735.27,110939167.79,1133107734.12,28711131.24,236141125.54,150490932.2,85650193.34,NIIF PLENAS-GRUPO 1
92,91,860026895,ITALCOL SA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C1090 - Elaboracion de alimentos preparados para animales,MANUFACTURA,1331777847.0,20795546.0,475441512.0,297967654.0,177473858.0,1224638022.0,28567743.0,396794365.0,227167495.0,169626870.0,NIIF PLENAS-GRUPO 1
93,92,860007277,MEXICHEM RESINAS COLOMBIA SAS,SUPERSOCIEDADES,Costa Atlantica,BOLIVAR,CARTAGENA-BOLIVAR,C2013 - Fabricacion de plasticos en formas primarias,MANUFACTURA,1324574000.0,66920205.0,837784739.0,410711349.0,427073390.0,1276199715.0,49708431.0,835271215.0,447379079.0,387892136.0,NIIF PLENAS-GRUPO 1
94,93,900059238,MAKRO SUPERMAYORISTA S.A.S.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4690 - Comercio al por mayor no especializado,COMERCIO,1308412350.0,-25428023.0,1021804609.0,333084362.0,688720247.0,1126429381.0,15089908.0,992981422.0,295661122.0,697320300.0,NIIF PLENAS-GRUPO 1
95,94,900935126,ASMET S.A.S.,SUPERSALUD,Costa Pacifica,CAUCA,POPAYAN,O8430- Actividades de planes de seguridad social de afiliacion obligatoria,SERVICIOS,1274111643.28,-66134973.95,317631398.69,1016799737.88,-699168339.19,1502626707.94,-179452603.72,255750077.19,870314274.74,-614564197.56,NIIF PYMES-GRUPO 2
96,95,890902070,C.I J. GUTIERREZ Y CIA S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,G4669 - Comercio al por mayor de otros productos n.c.p.,COMERCIO,1262362005.0,14992393.0,166838285.0,79551219.0,87287066.0,1210836590.0,20925992.0,155109125.0,65770679.0,89338446.0,NIIF PLENAS-GRUPO 1
97,96,890900161,PRODUCTOS FAMILIA S A,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,C1709 - Fabricacion de otros articulos de papel y carton,MANUFACTURA,1258799000.0,198862000.0,2119425000.0,457440000.0,1661985000.0,1251426000.0,231976000.0,2023646000.0,456729000.0,1566917000.0,NIIF PLENAS-GRUPO 1
99,98,860004828,ALIMENTOS FINCA S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,C1090 - Elaboracion de alimentos preparados para animales,MANUFACTURA,1224253909.0,19581649.0,665180550.0,353825192.0,311355358.0,993199843.0,55075176.0,474492353.0,155252898.0,319239455.0,NIIF PLENAS-GRUPO 1
100,99,900298372,CAPITAL SALUD EPSS S.A.S,SUPERSALUD,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,O8430- Actividades de planes de seguridad social de afiliacion obligatoria,SERVICIOS,1215739207.67,106981896.75,373002996.75,579680010.54,-206677013.79,1083450022.75,24852695.47,225737423.46,694646925.62,-468909502.16,REGIMEN R 414 de 2014 - CGN
101,100,830065063,LG ELECTRONICS COLOMBIA LTDA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4644 - Comercio al por mayor de aparatos y equipo de uso domestico,COMERCIO,1209218872.0,867366.0,478249418.0,451921084.0,26328334.0,1162663773.0,2067288.0,406022904.0,380561936.0,25460968.0,NIIF PLENAS-GRUPO 1
102,101,811012271,GRUPO DE INVERSIONES SURAMERICANA S.A.,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,K6613 - Otras actividades relacionadas con el mercado de valores,SERVICIOS,1203554000.0,648593000.0,28773968000.0,5698577000.0,23075391000.0,1161273000.0,755085000.0,27762302000.0,4987182000.0,22775120000.0,NIIF PLENAS-GRUPO 1
103,102,890105526,PROMIGAS S.A. E.S.P.,SUPERSERVICIOS,Costa Atlantica,ATLANTICO,BARRANQUILLA-ATLANTICO,H4930 - Transporte por tuberias,SERVICIOS,1197517403.0,725408577.0,6355840963.0,3142965539.0,3212875424.0,1012152725.0,648857900.0,5931535343.0,2969089116.0,2962446227.0,NIIF PLENAS-GRUPO 1
104,103,900319753,PRICESMART COLOMBIA S.A.S,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos bebidas o tabaco,COMERCIO,1192605431.0,21007143.0,587433197.0,173212976.0,414220221.0,1082860183.0,12578951.0,553978283.0,160672549.0,393305734.0,NIIF PLENAS-GRUPO 1
105,104,900703240,MAZDA DE COLOMBIA S.A.S,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4511 - Comercio de vehiculos automotores nuevos,COMERCIO,1183622578.0,33393981.0,275777320.0,132029154.0,143748166.0,1043096057.0,34127108.0,304486890.0,194132705.0,110354185.0,NIIF PLENAS-GRUPO 1
107,106,860006333,Yara Colombia S.A.,SUPERSOCIEDADES,Costa Atlantica,BOLIVAR,CARTAGENA-BOLIVAR,C2012 - Fabricacion de abonos y compuestos inorganicos nitrogenados,MANUFACTURA,1161168795.0,-74763640.0,1274077766.0,804008825.0,470068941.0,1063709951.0,-59139581.0,1095931619.0,753884203.0,342047416.0,NIIF PLENAS-GRUPO 1
108,107,900377365,OLEODUCTO BICENTENARIO DE COLOMBIA SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,H4930 - Transporte por tuberias,SERVICIOS,1160794161.0,495105595.0,3464897569.0,2221209288.0,1243688281.0,1107879223.0,443932707.0,3093677209.0,1976017943.0,1117659266.0,NIIF PLENAS-GRUPO 1
110,109,900136638,CERVECERIA DEL VALLE S.A.,SUPERSOCIEDADES,Costa Pacifica,VALLE,YUMBO-VALLE,C1103 - Produccion de malta elaboracion de cervezas y otras bebidas malteadas,MANUFACTURA,1140508850.0,584909125.0,1266878855.0,366634824.0,900244031.0,1035788264.0,496720549.0,1174559483.0,363883951.0,810675532.0,NIIF PLENAS-GRUPO 1
111,110,890201881,AVIDESA MAC POLLO S.A.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,A0145 - Cria de aves de corral,AGROPECUARIO,1135184454.0,16081676.0,502926543.0,217794762.0,285131781.0,1044196988.0,7761182.0,421497154.0,179028478.0,242468676.0,NIIF PYMES-GRUPO 2
112,111,860001942,BAYER S.A.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C2100 - Fabricacion de productos farmaceuticos sustancias quimicas medicinales y productos botanicos de uso farmaceutico,MANUFACTURA,1130479246.0,49261261.0,711879792.0,221429206.0,490450586.0,1225347080.0,61013633.0,769410993.0,325219896.0,444191097.0,NIIF PLENAS-GRUPO 1
113,112,830025448,GRUPO BOLIVAR S. A.,SUPERFINANCIERA,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,K6492 - Actividades financieras de fondos de empleados y otras formas asociativas del sector solidario,SERVICIOS,1129625000.0,1115826000.0,9834450000.0,627574000.0,9206876000.0,1143006000.0,1118135000.0,8998584000.0,624195000.0,8374389000.0,NIIF PLENAS-GRUPO 1
114,113,830074184,SALUDVIDA S.A. EPS,SUPERSALUD,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,O8430- Actividades de planes de seguridad social de afiliacion obligatoria,SERVICIOS,1127300085.85,-83030506.57,362197265.31,1092590285.67,-730393020.36,1129370480.99,-727147696.68,251590400.49,930267205.1,-678676804.61,NIIF PYMES-GRUPO 2
115,114,890300346,ALMACENES  LA  14 S.A.,SUPERSOCIEDADES,Costa Pacifica,VALLE,CALI-VALLE,G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos bebidas o tabaco,COMERCIO,1126956000.0,-342142000.0,1405988000.0,1009277000.0,396711000.0,1499306000.0,16199000.0,1945256000.0,1194727000.0,750529000.0,NIIF PLENAS-GRUPO 1
116,115,891100445,ORF S.A.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C1051 - Elaboracion de productos de molineria,MANUFACTURA,1111206995.0,28287092.0,941955188.0,453612582.0,488342606.0,1241637439.0,17541766.0,917788783.0,453524387.0,464264396.0,NIIF PLENAS-GRUPO 1
117,116,890101815,JOHNSON & JOHNSON DE COLOMBIA S.A,SUPERSOCIEDADES,Costa Pacifica,VALLE,YUMBO-VALLE,C2013 - Fabricacion de plasticos en formas primarias,MANUFACTURA,1106913040.0,-23011630.0,1067928691.0,582633910.0,485294781.0,988869251.0,9541308.0,965838215.0,457745217.0,508092998.0,NIIF PLENAS-GRUPO 1
118,117,805006014,Directv Colombia Ltda,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,J6130 - Actividades de telecomunicacion satelital,SERVICIOS,1104407076.0,-3278907.0,677758922.0,286652117.0,391106805.0,1054077361.0,-47424105.0,636393587.0,242007875.0,394385712.0,NIIF PLENAS-GRUPO 1
119,118,860002536,COMPAÑIA COLOMBIANA DE CERAMICA S.A.S,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C2393 - Fabricacion de otros productos de ceramica y porcelana,MANUFACTURA,1089989818.0,-49112177.0,1299152494.0,805578156.0,493574338.0,1079245933.0,4605813.0,1255595907.0,733020154.0,522575753.0,NIIF PLENAS-GRUPO 1
120,119,860031606,DIANA CORPORACION SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C1051 - Elaboracion de productos de molineria,MANUFACTURA,1080545366.0,699688.0,655847052.0,520519793.0,135327259.0,1047228034.0,-6994401.0,602001936.0,480420284.0,121581652.0,NIIF PLENAS-GRUPO 1
121,120,900553170,EMBOTELLADORA DE LA SABANA SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,TOCANCIPA-CUNDINAMARCA,C1104 - Elaboracion de bebidas no alcoholicas produccion de aguas minerales y de otras aguas embotelladas,MANUFACTURA,1079163139.0,35845458.0,1037621453.0,557622762.0,479998691.0,1054589319.0,110060481.0,843677523.0,403028734.0,440648789.0,NIIF PLENAS-GRUPO 1
122,121,860002175,SCHLUMBERGER SURENCO SA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,B0910 - Actividades de apoyo para la extraccion de petroleo y de gas natural,MINERO-HIDROCARBUROS,1074182339.0,3837387.0,1284798240.0,192077181.0,1092721059.0,888164025.0,73495231.0,1228171935.0,142551035.0,1085620900.0,NIIF PLENAS-GRUPO 1
124,123,900806600,RELIANZ MINING SOLUTIONS SAS,SUPERSOCIEDADES,Costa Atlantica,ATLANTICO,SOLEDAD-ATLANTICO,C3314 - Mantenimiento y reparacion especializado de equipo electrico,MANUFACTURA,1021795962.0,24899779.0,876124137.0,613248315.0,262875822.0,830266800.0,13402946.0,789802993.0,565187974.0,224615019.0,NIIF PLENAS-GRUPO 1
125,124,805001157,SERVICIO OCCIDENTAL DE SALUD EPS SOS S.A.,SUPERSALUD,Costa Pacifica,VALLE,CALI-VALLE,O8430- Actividades de planes de seguridad social de afiliacion obligatoria,SERVICIOS,1021255521.99,-61840754.7,263035664.1,670770930.21,-407735266.1,1021684366.67,-418114236.44,170620949.37,518990895.97,-348369946.6,NIIF PYMES-GRUPO 2
126,125,890920304,PepsiCo Alimentos Colombia Ltda,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C1089 - Elaboracion de otros productos alimenticios n.c.p.,MANUFACTURA,1007519999.0,34058482.0,394624302.0,202161189.0,192463113.0,937298880.0,26625436.0,404733768.0,230550396.0,174183372.0,NIIF PLENAS-GRUPO 1
127,126,900736182,APPLE COLOMBIA S.A.S,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4651 - Comercio al por mayor de computadores equipo periferico y programas de informatica,COMERCIO,1006141878.0,-4623412.0,349329469.0,308221202.0,41108267.0,890107978.0,17929749.0,347863848.0,302132169.0,45731679.0,NIIF PLENAS-GRUPO 1
128,127,900203441,OLEODUCTO DE LOS LLANOS ORIENTALES SA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,H4930 - Transporte por tuberias,SERVICIOS,1001508387.0,416343843.0,1887060072.0,803597036.0,1083463036.0,950851434.0,355437392.0,1784161005.0,673637180.0,1110523825.0,NIIF PLENAS-GRUPO 1
129,128,860020439,MONOMEROS COLOMBO VENEZOLANOS S.A.,SUPERSOCIEDADES,Costa Atlantica,ATLANTICO,BARRANQUILLA-ATLANTICO,C2012 - Fabricacion de abonos y compuestos inorganicos nitrogenados,MANUFACTURA,988701508.0,-66696231.0,1274523084.0,788010065.0,486513019.0,1099311179.0,24245520.0,1173227952.0,562449006.0,610778946.0,NIIF PLENAS-GRUPO 1
130,129,890900050,GRUPO NUTRESA S.A,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,K6613 - Otras actividades relacionadas con el mercado de valores,MANUFACTURA,976596000.0,510161000.0,8483353000.0,85763000.0,8397590000.0,818321000.0,430279000.0,9106860000.0,96209000.0,9010651000.0,NIIF PLENAS-GRUPO 1
131,130,891800111,DIACO S.A.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C2410 - Industrias basicas de hierro y de acero,MANUFACTURA,975766904.0,35984274.0,915216521.0,476863642.0,438352879.0,802629178.0,33390035.0,829158959.0,425963323.0,403195636.0,NIIF PLENAS-GRUPO 1
132,131,890922447,CONSTRUCCIONES EL CONDOR S.A,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,F4210 - Construccion de carreteras y vias de ferrocarril,CONSTRUCCIoN,970185482.0,115155365.0,2331430099.0,1287846671.0,1043583428.0,634335124.0,184908738.0,1992169540.0,1070695428.0,921474112.0,NIIF PLENAS-GRUPO 1
133,132,860029995,ACERIAS PAZ DE RIO S A,SUPERFINANCIERA,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C2410 - Industrias basicas de hierro y de acero,MANUFACTURA,964615487.0,-11250271.0,1913458102.0,1337268041.0,576190061.0,826910466.0,-39794298.0,1997203519.0,1419923778.0,577279741.0,NIIF PLENAS-GRUPO 1
134,133,830078966,METROKIA S.A.,SUPERSOCIEDADES,Costa Atlantica,MAGDALENA,SANTA-MARTA-MAGDALENA,G4511 - Comercio de vehiculos automotores nuevos,COMERCIO,962614306.0,10331600.0,552781011.0,282542344.0,270238667.0,790992353.0,10876335.0,569394441.0,309693900.0,259700541.0,NIIF PLENAS-GRUPO 1
135,134,860053930,OCCIDENTAL DE COLOMBIA LLC,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,B0520 - Extraccion de carbon lignito,MINERO-HIDROCARBUROS,960731858.0,308124255.0,945028248.0,419226717.0,525801531.0,737397354.0,184709963.0,896479774.0,408551352.0,487928422.0,NIIF PLENAS-GRUPO 1
136,135,890932389,TERNIUM COLOMBIA S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,G4663 - Comercio al por mayor de materiales de construccion articulos de ferreteria pinturas productos de vidrio equipo y materiales de fontaneria y calefaccion,COMERCIO,959113418.0,-22561703.0,1001095239.0,602792879.0,398302360.0,813813068.0,-14803362.0,865482344.0,476974495.0,388507849.0,NIIF PLENAS-GRUPO 1
138,137,811036030,COMPAÑIA NACIONAL DE CHOCOLATES S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,C1082 - Elaboracion de cacao chocolate y productos de confiteria,MANUFACTURA,950289031.0,145818851.0,1675072984.0,489812826.0,1185260158.0,884778212.0,103404054.0,1680375355.0,544653158.0,1135722197.0,NIIF PLENAS-GRUPO 1
139,138,900780755,FORD MOTOR COLOMBIA SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4511 - Comercio de vehiculos automotores nuevos,COMERCIO,943499593.0,37313641.0,240901582.0,203455941.0,37445641.0,1080497109.0,35094308.0,175097355.0,139871047.0,35226308.0,NIIF PYMES-GRUPO 2
